Account Number,Account Type,Account Holder ID,Balance Date,Balance
64160490,Basic,68072855,2023-01-31,222.89
64167315,Gold,14675223,2023-01-31,145.11
64168292,Basic,79700437,2023-01-31,297.09
64177019,Gold,77974264,2023-01-31,298.31
64226824,Basic,43267064,2023-01-31,794.79
64228624,Gold,62722798,2023-01-31,508.14
64237458,Gold,88163261,2023-01-31,255.48
64299012,Basic,68222526,2023-01-31,509.56
64300289,Joint,"78921964, 42298259",2023-01-31,472.59
64303157,Gold,34458532,2023-01-31,698.38
64305805,Platinum,35964516,2023-01-31,181.46
64331821,Gold,55073651,2023-01-31,519.62
64402841,Basic,87308766,2023-01-31,751.76
64411319,Gold,46642777,2023-01-31,619.06
64460080,Gold,11469305,2023-01-31,313.37
64462046,Gold,80441621,2023-01-31,847.04
64486954,Gold,70983885,2023-01-31,378
64526097,Joint,"29473964, 26174221",2023-01-31,491.42
64533535,Gold,79550025,2023-01-31,535.88
64571970,Basic,83249017,2023-01-31,693.34
64590882,Platinum,29480581,2023-01-31,344.01
64610632,Basic,68064073,2023-01-31,869.95
64683004,Basic,83789194,2023-01-31,348.86
64716185,Basic,00658654,2023-01-31,391.53
64769583,Platinum,29449096,2023-01-31,598.67
64893719,Joint,"12439491, 92946161",2023-01-31,689.59
64901797,Gold,49247093,2023-01-31,672.29
64953936,Basic,04265285,2023-01-31,311.46
64958880,Basic,07758604,2023-01-31,840.8
64979248,Basic,42380603,2023-01-31,202.63
64990799,Gold,86931674,2023-01-31,480.33
65009032,Gold,76255885,2023-01-31,984.64
65033625,Basic,05786066,2023-01-31,186.26
65052411,Gold,86740012,2023-01-31,877.5
65097827,Basic,54998442,2023-01-31,526.75
65125795,Basic,94947275,2023-01-31,632.35
65143384,Basic,42907105,2023-01-31,227.08
65159654,Gold,09219102,2023-01-31,761.19
65199307,Gold,86550700,2023-01-31,68.09
65200379,Basic,69150184,2023-01-31,4.27
65220738,Basic,31920720,2023-01-31,873.56
65225040,Gold,16795841,2023-01-31,826.42
65280102,Basic,14383207,2023-01-31,2.17
65321237,Platinum,64659662,2023-01-31,425.42
65380590,Basic,54249137,2023-01-31,683.96
65429379,Joint,"89665398, 74698463",2023-01-31,232.83
65534206,Gold,83322255,2023-01-31,274.89
65579734,Gold,98506406,2023-01-31,928.08
65583532,Gold,21021359,2023-01-31,542.09
65589565,Gold,37386889,2023-01-31,321.99
65596186,Platinum,21263147,2023-01-31,254.28
65603779,Gold,25243201,2023-01-31,652.83
65606472,Basic,72678677,2023-01-31,405.1
65721172,Gold,02726786,2023-01-31,221.49
65724980,Basic,39254761,2023-01-31,307.93
65754176,Basic,50008491,2023-01-31,716.55
65782923,Gold,30746387,2023-01-31,193.43
65804470,Gold,77632924,2023-01-31,454.38
65815967,Platinum,77477279,2023-01-31,0.43
65926576,Gold,73555763,2023-01-31,73.48
65988118,Gold,92404823,2023-01-31,647.81
66008535,Basic,01426399,2023-01-31,398.99
66022888,Basic,46584213,2023-01-31,757.14
66044567,Basic,26370165,2023-01-31,596.13
66152145,Basic,38808976,2023-01-31,83.45
66168472,Platinum,35949679,2023-01-31,29.89
66175264,Basic,97706574,2023-01-31,765.91
66187843,Gold,69728186,2023-01-31,535.34
66239954,Platinum,87094205,2023-01-31,181.14
66257438,Platinum,47637207,2023-01-31,818.57
66283493,Gold,43220527,2023-01-31,612.88
66332583,Gold,73519256,2023-01-31,241.29
66341438,Basic,59058746,2023-01-31,685.06
66390683,Basic,95848707,2023-01-31,52.77
66416254,Gold,85635291,2023-01-31,166.4
66445304,Gold,63996403,2023-01-31,153.78
66449974,Gold,02041097,2023-01-31,795.59
66504443,Basic,28836184,2023-01-31,618.97
66521788,Basic,33172027,2023-01-31,201.43
66556141,Gold,38250638,2023-01-31,688.37
66586860,Gold,32419583,2023-01-31,938.51
66601462,Platinum,69156913,2023-01-31,361.46
66624477,Platinum,37369428,2023-01-31,521.98
66667727,Basic,46259724,2023-01-31,431.31
66681692,Gold,64528752,2023-01-31,712.12
66700123,Joint,"11926149, 47837176",2023-01-31,175.15
66704269,Platinum,69322228,2023-01-31,915.51
66706067,Gold,75490620,2023-01-31,1.98
66729131,Basic,19638273,2023-01-31,100.8
66896515,Gold,05540951,2023-01-31,842.82
66914990,Basic,11640026,2023-01-31,764.75
66930564,Basic,46724173,2023-01-31,398.03
66954664,Gold,28331341,2023-01-31,620.1
67029298,Gold,87331231,2023-01-31,255.53
67056187,Basic,69268250,2023-01-31,392.51
67090449,Gold,50912564,2023-01-31,724.35
67102224,Platinum,91046063,2023-01-31,852.71
67104073,Platinum,43024275,2023-01-31,476.04
67147649,Basic,27513071,2023-01-31,3.28
67153119,Platinum,83477597,2023-01-31,454.81
67157564,Basic,43347523,2023-01-31,562.42
67190209,Basic,83021953,2023-01-31,567.61
67270354,Gold,92776620,2023-01-31,805.28
67283010,Gold,72067794,2023-01-31,872.4
67392638,Gold,93438135,2023-01-31,519.61
67400117,Gold,07446016,2023-01-31,769.45
67434874,Gold,46372093,2023-01-31,399.94
67464890,Gold,10770794,2023-01-31,81.27
67466632,Gold,36121292,2023-01-31,350.06
67489489,Basic,14779622,2023-01-31,219.39
67490657,Gold,43956626,2023-01-31,588.58
67502738,Basic,39217612,2023-01-31,185.72
67532228,Gold,21310971,2023-01-31,805.91
67541253,Gold,85624603,2023-01-31,985.49
67561762,Basic,59474952,2023-01-31,469.23
67571676,Gold,21378624,2023-01-31,491.88
67635951,Gold,39813327,2023-01-31,692.02
67674594,Gold,38843651,2023-01-31,126.16
67679622,Gold,51081713,2023-01-31,631.03
67716893,Basic,09603887,2023-01-31,250.99
67805276,Gold,91546410,2023-01-31,431.12
67837998,Gold,83564781,2023-01-31,246.4
67862200,Basic,27475071,2023-01-31,944.49
67902154,Platinum,78477506,2023-01-31,669.79
67909830,Basic,27462211,2023-01-31,589.68
67911201,Basic,80857670,2023-01-31,762.17
67911677,Basic,02445447,2023-01-31,725.9
67938929,Platinum,32266166,2023-01-31,868.04
67961706,Basic,27323118,2023-01-31,569.5
67987326,Basic,73943271,2023-01-31,161.67
68051701,Gold,34319768,2023-01-31,911.6
68104946,Basic,64665918,2023-01-31,925.71
68153614,Basic,37689038,2023-01-31,927.95
68189902,Basic,74619853,2023-01-31,448.56
68198696,Basic,28319704,2023-01-31,979.46
68239576,Joint,"31141393, 97199517",2023-01-31,64.42
68262083,Gold,45486111,2023-01-31,899.79
68275028,Basic,47262817,2023-01-31,918.44
68294036,Basic,89594477,2023-01-31,184.64
68294645,Platinum,69864357,2023-01-31,306.18
68311266,Gold,37701915,2023-01-31,87.08
68315462,Gold,98853897,2023-01-31,769.16
68346907,Gold,78033202,2023-01-31,752.88
68393439,Gold,73863998,2023-01-31,783.05
68423238,Gold,06047899,2023-01-31,972.94
68483071,Gold,64252861,2023-01-31,25.88
68484031,Basic,93396506,2023-01-31,853.99
68552857,Basic,67893794,2023-01-31,309.92
68552994,Platinum,01337928,2023-01-31,516.25
68558850,Basic,33621336,2023-01-31,281.5
68579203,Platinum,90925891,2023-01-31,149.39
68680764,Gold,77737709,2023-01-31,200.27
68683403,Gold,04404409,2023-01-31,674.5
68689742,Gold,56747591,2023-01-31,45.41
68708795,Basic,67892807,2023-01-31,399.11
68721707,Basic,44451184,2023-01-31,900.45
68775529,Gold,65345047,2023-01-31,531.87
68786878,Basic,17868925,2023-01-31,512.06
68793483,Basic,79029461,2023-01-31,581.36
68798691,Platinum,49403520,2023-01-31,819.33
68800062,Basic,60972038,2023-01-31,749.65
68836810,Gold,22924057,2023-01-31,171.96
68891568,Gold,56241797,2023-01-31,844.06
68928221,Basic,74251698,2023-01-31,502.06
68962066,Basic,02883918,2023-01-31,304.46
68973836,Basic,16952165,2023-01-31,634.67
69008969,Basic,98445662,2023-01-31,716.37
69090518,Basic,87528947,2023-01-31,473.87
69118170,Basic,03277146,2023-01-31,109.35
69153577,Gold,96459253,2023-01-31,402.52
69302678,Gold,33140118,2023-01-31,568.08
69306093,Gold,06071706,2023-01-31,189.46
69307050,Basic,25695826,2023-01-31,623.84
69315008,Gold,78932422,2023-01-31,923.08
69344396,Basic,23776419,2023-01-31,304.19
69362270,Platinum,68165297,2023-01-31,410.6
69446767,Basic,43736336,2023-01-31,672.47
69447534,Gold,66338155,2023-01-31,68.02
69468071,Basic,30778435,2023-01-31,652.9
69492532,Gold,25768852,2023-01-31,581.23
69533742,Basic,89870880,2023-01-31,812.2
69540137,Gold,63305025,2023-01-31,351.36
69556322,Gold,15838325,2023-01-31,785.03
69561077,Platinum,57015189,2023-01-31,318.31
69588947,Basic,40155086,2023-01-31,732.72
69617552,Gold,66133611,2023-01-31,853.9
69647833,Basic,04609760,2023-01-31,765.74
69648759,Basic,57398869,2023-01-31,693.39
69664627,Platinum,37761903,2023-01-31,897.76
69665438,Basic,27141627,2023-01-31,417.78
69683385,Gold,79898373,2023-01-31,519.63
69730266,Gold,87530384,2023-01-31,732.61
69796371,Gold,42223671,2023-01-31,649.23
69806946,Basic,13018948,2023-01-31,971.49
69939682,Basic,29372916,2023-01-31,854.18
70010970,Gold,72651238,2023-01-31,114.23
70013367,Gold,47525150,2023-01-31,38.86
70034563,Gold,93818665,2023-01-31,723.18
70049609,Platinum,87756868,2023-01-31,226.63
70123664,Basic,83393752,2023-01-31,483.12
70129567,Gold,31725468,2023-01-31,886.92
70163139,Platinum,82299750,2023-01-31,674.14
70185446,Basic,19692828,2023-01-31,863.26
70214700,Basic,08454965,2023-01-31,152.79
70217229,Gold,91778866,2023-01-31,705.69
70221848,Gold,93843742,2023-01-31,550.83
70231750,Basic,11858841,2023-01-31,749.6
70331285,Basic,45277634,2023-01-31,537.34
70351135,Basic,81963296,2023-01-31,169.6
70375931,Platinum,80864599,2023-01-31,980.21
70384410,Basic,30242117,2023-01-31,718.99
70385129,Gold,25300597,2023-01-31,252.45
70409852,Joint,"22098748, 87653563",2023-01-31,662.8
70469258,Gold,04813767,2023-01-31,868.53
70505401,Platinum,88990343,2023-01-31,138.85
70554021,Gold,41586339,2023-01-31,44.26
70567557,Basic,61616825,2023-01-31,984.3
70571486,Basic,25854903,2023-01-31,573.26
70624878,Gold,31108534,2023-01-31,328.5
70643766,Basic,01809770,2023-01-31,143.86
70652524,Gold,99172535,2023-01-31,342.86
70665892,Gold,65573600,2023-01-31,856.22
70719064,Platinum,89744000,2023-01-31,752.97
70749706,Basic,25913610,2023-01-31,963.82
70905083,Gold,09289115,2023-01-31,623.65
70920653,Gold,00870581,2023-01-31,577.7
70925461,Basic,96240369,2023-01-31,260.33
70954264,Gold,77223681,2023-01-31,331.51
70989002,Gold,08360012,2023-01-31,220.06
71014167,Gold,04068608,2023-01-31,654.16
71045135,Basic,17530925,2023-01-31,98.76
71051904,Basic,86913534,2023-01-31,48.92
71082437,Basic,60557952,2023-01-31,717.98
71135606,Gold,41193391,2023-01-31,728.32
71137421,Basic,66764629,2023-01-31,65.44
71161073,Basic,47880286,2023-01-31,861.98
71183710,Gold,86943579,2023-01-31,989.68
71213535,Basic,01372783,2023-01-31,686.81
71247681,Basic,98377346,2023-01-31,955.43
71264941,Basic,44181829,2023-01-31,195.49
71266283,Gold,08095707,2023-01-31,496.77
71280775,Basic,48284526,2023-01-31,427.44
71293250,Gold,81228060,2023-01-31,686
71332337,Basic,27293736,2023-01-31,661.23
71381278,Gold,95475021,2023-01-31,592.79
71383376,Gold,27558621,2023-01-31,448.26
71394875,Platinum,29141700,2023-01-31,778.77
71444662,Gold,91632181,2023-01-31,276.78
71469803,Platinum,44139624,2023-01-31,14.79
71536854,Basic,85408903,2023-01-31,42.99
71562080,Gold,42046090,2023-01-31,352.05
71594658,Gold,75381643,2023-01-31,392.66
71643841,Gold,31915563,2023-01-31,232.5
71675127,Basic,81110774,2023-01-31,353.48
71718483,Platinum,23392824,2023-01-31,747.34
71791483,Basic,02267552,2023-01-31,873.44
71792376,Basic,50625848,2023-01-31,4.39
71825742,Gold,82091686,2023-01-31,665.75
71852263,Gold,09254177,2023-01-31,676.77
71868471,Basic,21542668,2023-01-31,474.32
71913103,Basic,22362947,2023-01-31,5.42
71934515,Gold,40723861,2023-01-31,340.99
71939863,Platinum,28181174,2023-01-31,116.31
72008772,Basic,15118482,2023-01-31,725.22
72050477,Basic,69872120,2023-01-31,95.87
72055977,Platinum,08324979,2023-01-31,172.73
72087700,Basic,45137217,2023-01-31,359.55
72120467,Basic,07107157,2023-01-31,340.15
72164482,Basic,85432719,2023-01-31,535.39
72176895,Basic,85316224,2023-01-31,109.78
72208029,Gold,85019845,2023-01-31,11.37
72230395,Platinum,63059544,2023-01-31,773.55
72268811,Basic,83472358,2023-01-31,694.68
72289791,Platinum,44404301,2023-01-31,502.96
72292735,Gold,00591072,2023-01-31,723.43
72309641,Basic,35096245,2023-01-31,386.61
72323206,Basic,23125764,2023-01-31,372.97
72354216,Gold,09688537,2023-01-31,852.23
72446758,Gold,60497748,2023-01-31,893.64
72450129,Gold,19242915,2023-01-31,905.61
72466733,Gold,87890694,2023-01-31,580.24
72526383,Basic,30048882,2023-01-31,885.37
72558185,Gold,35908807,2023-01-31,793.9
72600465,Basic,19167414,2023-01-31,595.44
72623919,Platinum,00511227,2023-01-31,610.63
72627756,Gold,08092092,2023-01-31,473.02
72716288,Platinum,70764164,2023-01-31,167.69
72771982,Gold,41229428,2023-01-31,501.76
72784766,Basic,92903975,2023-01-31,181.69
72799297,Platinum,11911285,2023-01-31,614.69
72809561,Gold,03228358,2023-01-31,270.68
72809943,Basic,03440912,2023-01-31,870.72
72812647,Basic,95889116,2023-01-31,351.84
72856610,Gold,38940844,2023-01-31,576.08
72894034,Gold,85137085,2023-01-31,74.8
72925782,Gold,57350207,2023-01-31,351.64
72934756,Gold,81155648,2023-01-31,829.55
72971287,Basic,04046861,2023-01-31,890.23
72986897,Basic,48362044,2023-01-31,603.23
72995062,Basic,13555661,2023-01-31,506.73
72996601,Basic,08011010,2023-01-31,730.27
73009461,Gold,60286254,2023-01-31,938.52
73015538,Platinum,27201256,2023-01-31,634.94
73039019,Basic,80837548,2023-01-31,360
73059951,Basic,03951267,2023-01-31,955.01
73080553,Platinum,52001166,2023-01-31,880.06
73124762,Gold,83576152,2023-01-31,110.47
73208971,Basic,91447841,2023-01-31,107.97
73234341,Gold,96602101,2023-01-31,811.71
73269307,Gold,41332535,2023-01-31,485.86
73275714,Platinum,97951934,2023-01-31,924.88
73282074,Gold,62285835,2023-01-31,220.48
73321391,Basic,80215325,2023-01-31,100.12
73328955,Basic,83595618,2023-01-31,404.7
73410227,Gold,02182646,2023-01-31,820.36
73439131,Gold,82669243,2023-01-31,863.01
73510067,Basic,99507390,2023-01-31,895.82
73512834,Gold,49995127,2023-01-31,424.59
73534143,Basic,11828595,2023-01-31,804.34
73538236,Gold,59381671,2023-01-31,231.93
73604500,Basic,29938285,2023-01-31,689.4
73642628,Basic,91184140,2023-01-31,300.06
73652359,Platinum,91086538,2023-01-31,80.58
73668192,Platinum,08378064,2023-01-31,371.47
73700087,Basic,21658677,2023-01-31,274.17
73744504,Platinum,88657404,2023-01-31,270.6
73762750,Gold,83672714,2023-01-31,221.12
73782061,Basic,16692486,2023-01-31,891.9
73878828,Basic,13254074,2023-01-31,845.19
73983591,Basic,68617317,2023-01-31,292.39
73983601,Platinum,01863969,2023-01-31,617.23
74012560,Basic,92956685,2023-01-31,414.56
74154906,Gold,49890820,2023-01-31,743.84
74163559,Gold,44264256,2023-01-31,45.76
74218001,Platinum,11278959,2023-01-31,133.02
74252410,Gold,11036099,2023-01-31,278.47
74255305,Gold,41709088,2023-01-31,3.7
74281404,Gold,00528812,2023-01-31,678.89
74304084,Gold,20073854,2023-01-31,883.35
74365725,Basic,66504206,2023-01-31,518.04
74367877,Basic,49494036,2023-01-31,818.92
74387481,Gold,59861999,2023-01-31,883.93
74441123,Gold,70613921,2023-01-31,833.24
74539170,Basic,30371035,2023-01-31,417.58
74544582,Basic,81784295,2023-01-31,407.96
74604471,Gold,01320177,2023-01-31,661.57
74662976,Gold,41268480,2023-01-31,782.3
74703933,Basic,72219444,2023-01-31,321.42
74709026,Joint,"02491053, 11432459",2023-01-31,465.39
74768567,Joint,"76300479, 20326005",2023-01-31,557.15
74770758,Gold,37835239,2023-01-31,643.52
74822001,Gold,86918299,2023-01-31,673.61
75000628,Basic,64722947,2023-01-31,117.33
75004471,Platinum,70722822,2023-01-31,435.54
75027308,Platinum,41667518,2023-01-31,307.44
75068844,Gold,31067192,2023-01-31,852.47
75094093,Platinum,41483469,2023-01-31,478.09
75134291,Basic,23415773,2023-01-31,903.25
75164598,Platinum,87110368,2023-01-31,569.4
75172199,Gold,62295301,2023-01-31,955
75205767,Gold,13656484,2023-01-31,113.75
75216128,Platinum,60227800,2023-01-31,671.26
75223089,Gold,21921268,2023-01-31,557.48
75258542,Gold,62312976,2023-01-31,772.67
75331062,Joint,"03708241, 12208467",2023-01-31,117.81
75355842,Gold,26082603,2023-01-31,621.95
75394177,Gold,82005311,2023-01-31,191.04
75428657,Platinum,53330248,2023-01-31,455.8
75468090,Gold,38156933,2023-01-31,984.92
75551521,Gold,53291052,2023-01-31,538.64
75553043,Gold,73446787,2023-01-31,669.59
75569387,Basic,77037181,2023-01-31,249.27
75573750,Gold,68013077,2023-01-31,159.92
75687743,Basic,15003523,2023-01-31,668.39
75692380,Gold,09871686,2023-01-31,477.28
75696521,Basic,49877866,2023-01-31,660.34
75747094,Basic,80601641,2023-01-31,289.48
75762044,Basic,74637124,2023-01-31,980.08
75782714,Gold,77189909,2023-01-31,105.34
75839704,Platinum,50760564,2023-01-31,202.34
75893682,Gold,17540138,2023-01-31,573.74
75925793,Gold,74455287,2023-01-31,425.69
75946768,Basic,46755671,2023-01-31,103.05
75954317,Basic,84946336,2023-01-31,583.28
75969874,Gold,93639960,2023-01-31,454.25
76078639,Gold,13283000,2023-01-31,318.17
76096120,Basic,08589775,2023-01-31,996.6
76099143,Basic,96850023,2023-01-31,525.4
76122310,Basic,11774330,2023-01-31,985.6
76146870,Basic,69518742,2023-01-31,414.24
76169332,Basic,98682102,2023-01-31,615.46
76206810,Platinum,91369374,2023-01-31,887.63
76245103,Gold,72465411,2023-01-31,814.75
76256026,Gold,05770461,2023-01-31,36.71
76257915,Gold,44222762,2023-01-31,795.66
76273831,Basic,92621319,2023-01-31,866.62
76318330,Basic,15113624,2023-01-31,710.56
76336076,Platinum,53045698,2023-01-31,288.71
76342664,Basic,19016206,2023-01-31,371.62
76343783,Gold,77256656,2023-01-31,42.36
76355557,Gold,75629321,2023-01-31,285.61
76454427,Gold,89457295,2023-01-31,267.03
76470405,Joint,"02290392, 51898758",2023-01-31,606.3
76474111,Basic,42530181,2023-01-31,563.43
76482858,Platinum,25716255,2023-01-31,568.63
76524911,Basic,19233808,2023-01-31,190.9
76537084,Basic,89322032,2023-01-31,884.7
76546657,Gold,15219884,2023-01-31,434.77
76629706,Basic,78373777,2023-01-31,962.66
76662799,Basic,75676679,2023-01-31,296.68
76698056,Basic,08603588,2023-01-31,827.36
76720959,Gold,82451428,2023-01-31,436.06
76787359,Basic,58214683,2023-01-31,386.73
76799768,Basic,30729241,2023-01-31,981.08
76847816,Gold,91111081,2023-01-31,197.8
76857747,Platinum,77454315,2023-01-31,952.88
76869201,Gold,89922038,2023-01-31,515.62
76869375,Basic,70221240,2023-01-31,894.84
76953050,Basic,99624969,2023-01-31,453.1
77010964,Basic,57391387,2023-01-31,899.11
77017650,Gold,71537737,2023-01-31,699.24
77026279,Gold,43217322,2023-01-31,126.05
77207452,Platinum,23269854,2023-01-31,696.83
77241606,Gold,69346423,2023-01-31,761.38
77243259,Basic,25993317,2023-01-31,614.86
77289104,Gold,45691277,2023-01-31,737.08
77342574,Gold,63713675,2023-01-31,907.34
77377150,Basic,10667724,2023-01-31,673.03
77379844,Basic,81730516,2023-01-31,32.65
77387016,Basic,23922558,2023-01-31,894.34
77418940,Gold,39762003,2023-01-31,263.71
77447018,Gold,64418734,2023-01-31,754.64
77504884,Platinum,81719712,2023-01-31,221.03
77551209,Gold,58789233,2023-01-31,7.33
77554032,Gold,88425247,2023-01-31,646.5
77587664,Basic,13790271,2023-01-31,769.43
77646359,Basic,83317900,2023-01-31,434.93
77668890,Basic,14163069,2023-01-31,804.88
77688406,Basic,94883657,2023-01-31,224.2
77717508,Platinum,13494591,2023-01-31,493.27
77722115,Platinum,82736546,2023-01-31,735.94
77737443,Basic,75838416,2023-01-31,220.7
77792490,Gold,76460411,2023-01-31,822.76
77797288,Gold,12937150,2023-01-31,199.97
77802960,Basic,59607914,2023-01-31,157.47
77838890,Gold,48761603,2023-01-31,951.16
77841390,Platinum,07936114,2023-01-31,673.82
77847751,Gold,13596020,2023-01-31,850.14
77867306,Gold,62751338,2023-01-31,907.96
77880852,Basic,39195717,2023-01-31,550.69
77911836,Basic,86710026,2023-01-31,87.75
77913078,Basic,49112344,2023-01-31,885.96
77917083,Gold,30749902,2023-01-31,929.41
77931114,Gold,12707756,2023-01-31,480.52
77966293,Basic,58346022,2023-01-31,904.28
77980498,Gold,98660334,2023-01-31,893.87
78004131,Platinum,33032227,2023-01-31,723.24
78047487,Gold,55536884,2023-01-31,417.33
78065026,Platinum,16185958,2023-01-31,356.26
78072161,Basic,00436407,2023-01-31,914.19
78076137,Basic,12617294,2023-01-31,290.47
78129803,Gold,20360057,2023-01-31,233.76
78133064,Basic,41920651,2023-01-31,103.96
78167719,Gold,52709340,2023-01-31,969.06
78175956,Basic,65720404,2023-01-31,124.55
78184766,Gold,13273807,2023-01-31,98.1
78234498,Basic,77842115,2023-01-31,697.88
78257880,Gold,78005820,2023-01-31,933.22
78268704,Gold,70026930,2023-01-31,888.99
78296743,Gold,63537200,2023-01-31,406.97
78303304,Basic,84909628,2023-01-31,921.4
78343618,Basic,38347662,2023-01-31,30.43
78362587,Gold,23785249,2023-01-31,390.79
78392456,Gold,67541271,2023-01-31,592.04
78395863,Gold,43120555,2023-01-31,458.24
78493642,Platinum,56863285,2023-01-31,748.98
78501355,Basic,11187651,2023-01-31,910.42
78541427,Basic,57993685,2023-01-31,366.51
78580221,Basic,63908671,2023-01-31,271.94
78584818,Basic,88064914,2023-01-31,723.21
78667134,Gold,96454336,2023-01-31,672.23
78673350,Gold,07843786,2023-01-31,307.25
78716149,Basic,07314248,2023-01-31,658.83
78767161,Platinum,55522646,2023-01-31,248.42
78773905,Basic,14287372,2023-01-31,511.78
78807944,Platinum,27594629,2023-01-31,442.48
78844183,Basic,70742681,2023-01-31,194.7
78905675,Basic,01575816,2023-01-31,11.18
78913378,Basic,44145524,2023-01-31,378.08
78927989,Gold,87222885,2023-01-31,825.23
78945298,Basic,89498434,2023-01-31,609.68
78953379,Gold,90114669,2023-01-31,45.3
79015773,Basic,83402926,2023-01-31,706.11
79033058,Basic,46306899,2023-01-31,97.12
79036903,Basic,14494647,2023-01-31,491.23
79069274,Gold,54231123,2023-01-31,685.1
79090076,Basic,02041431,2023-01-31,119.25
79091642,Gold,94921524,2023-01-31,961.45
79118116,Platinum,62824086,2023-01-31,463.1
79147964,Gold,60313028,2023-01-31,753.1
79163824,Basic,36507872,2023-01-31,938.15
79169988,Basic,63966875,2023-01-31,354.01
79181666,Gold,22997694,2023-01-31,600.88
79213491,Gold,98175402,2023-01-31,308.65
79307217,Basic,96001163,2023-01-31,307.87
79309039,Basic,95900354,2023-01-31,642.08
79325967,Platinum,98355556,2023-01-31,647.65
79329254,Platinum,10675579,2023-01-31,984.43
79355498,Gold,35039853,2023-01-31,132.74
79380893,Platinum,59545358,2023-01-31,163.15
79415620,Basic,98396822,2023-01-31,729.51
79435523,Platinum,98749749,2023-01-31,920
79499412,Gold,59142705,2023-01-31,159.51
79566165,Basic,06207626,2023-01-31,64.47
79566627,Basic,52252029,2023-01-31,377.62
79570236,Gold,95393533,2023-01-31,91.66
79599747,Basic,31992801,2023-01-31,393.28
79632523,Platinum,82420083,2023-01-31,867.95
79656112,Gold,84006158,2023-01-31,848.18
79656355,Gold,79392797,2023-01-31,766.41
79757019,Gold,07817413,2023-01-31,369.26
79771974,Joint,"16140735, 56852059",2023-01-31,350.67
79792810,Gold,98461833,2023-01-31,505.57
79933337,Basic,12407866,2023-01-31,508.79
80001684,Basic,73758739,2023-01-31,572.24
80005822,Basic,96134673,2023-01-31,930.08
80015485,Basic,06947064,2023-01-31,310.56
80040176,Basic,77258333,2023-01-31,533.74
80046304,Basic,84313886,2023-01-31,951.74
80135904,Platinum,20439687,2023-01-31,120.34
80168427,Basic,23104676,2023-01-31,19.01
80184223,Basic,38159978,2023-01-31,52.59
80244844,Gold,21120570,2023-01-31,774.54
80283776,Gold,26530118,2023-01-31,334.03
80291188,Basic,84751306,2023-01-31,338.65
80304720,Basic,91192438,2023-01-31,614.87
80325529,Basic,46419403,2023-01-31,996.6
80355773,Gold,20633559,2023-01-31,906.28
80360244,Basic,04116700,2023-01-31,658.35
80379245,Basic,67588223,2023-01-31,793.17
80391084,Gold,63984906,2023-01-31,466.35
80428983,Basic,62859250,2023-01-31,323.32
80439799,Basic,67553564,2023-01-31,968.23
80464084,Basic,73628148,2023-01-31,12.73
80504934,Basic,88041209,2023-01-31,759.22
80596699,Basic,13812063,2023-01-31,47.06
80610910,Basic,75817498,2023-01-31,139.54
80678427,Basic,90881466,2023-01-31,97.72
80678577,Gold,65792235,2023-01-31,288.61
80709302,Basic,55834915,2023-01-31,280.92
80747298,Gold,75836943,2023-01-31,768.33
80758476,Basic,47582286,2023-01-31,977.44
80761210,Platinum,95067254,2023-01-31,545.59
80778066,Gold,45482092,2023-01-31,217.49
80787776,Gold,40267424,2023-01-31,460.46
80808205,Basic,14515913,2023-01-31,280.92
80811957,Gold,14713302,2023-01-31,139.95
80812213,Basic,23974551,2023-01-31,277.14
80818151,Gold,42553555,2023-01-31,320.64
80877479,Platinum,26228265,2023-01-31,210.98
80884901,Platinum,47268454,2023-01-31,453.71
80889919,Basic,09576204,2023-01-31,298.45
80938878,Basic,84584525,2023-01-31,29.73
80939694,Gold,45134368,2023-01-31,923.76
80940019,Gold,66240726,2023-01-31,957.41
81049128,Basic,72939081,2023-01-31,694.91
81075588,Gold,45253349,2023-01-31,297.73
81087182,Platinum,50734299,2023-01-31,861.31
81099534,Basic,63107756,2023-01-31,216.8
81145048,Gold,11499011,2023-01-31,290.02
81159651,Gold,46453761,2023-01-31,466.71
81181209,Basic,61715203,2023-01-31,828.91
81191580,Gold,65635521,2023-01-31,584.56
81200849,Gold,78067223,2023-01-31,479.29
81206535,Gold,95705990,2023-01-31,452.69
81227009,Basic,49306066,2023-01-31,475.45
81245588,Gold,34727406,2023-01-31,775.87
81267006,Gold,69120699,2023-01-31,425.16
81336389,Platinum,51516994,2023-01-31,210.06
81336468,Platinum,24847975,2023-01-31,935.41
81337623,Basic,39649642,2023-01-31,815.36
81340143,Gold,49919455,2023-01-31,647.34
81384411,Basic,19508036,2023-01-31,175.86
81398388,Gold,79793951,2023-01-31,979.87
81445756,Basic,62579126,2023-01-31,267.66
81475774,Basic,91471103,2023-01-31,568.11
81527490,Basic,48663135,2023-01-31,234.05
81561788,Platinum,34125212,2023-01-31,454.89
81590655,Gold,09004168,2023-01-31,742.17
81646873,Basic,45587257,2023-01-31,188.36
81651344,Basic,40709669,2023-01-31,219.55
81655495,Basic,84399484,2023-01-31,315.33
81662619,Basic,43031149,2023-01-31,712.33
81727860,Gold,31848411,2023-01-31,192.44
81740267,Gold,71891627,2023-01-31,67.86
81823420,Gold,95060281,2023-01-31,259.73
81855175,Basic,40254216,2023-01-31,907.59
81923993,Basic,27962681,2023-01-31,686.37
81932657,Gold,43765551,2023-01-31,146.81
81994568,Gold,77704229,2023-01-31,578.86
82002852,Platinum,92671670,2023-01-31,816.53
