Opportunity Name,StageName,Amount,Created By Name,Owner Name,Account Name,Account Type,Account Owner Name,Account Created By Name,Opportunity ID,AccountId,OwnerId,CreatedById
Opportunity for Cruz1461,Value Proposition,60160,Jenny Martin,Laura Palmer,Graham705 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKfyAAG,0018d00000Gp02EAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Harrington373,Closed Won,22240,Jenny Martin,Johnny Green,West706 Inc,Customer,John Williams,Jenny Martin,0068d000009XKdFAAW,0018d00000Gp02FAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Wise361,Needs Analysis,1595250,Jenny Martin,Bruce Kennedy,Scott708 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKd8AAG,0018d00000Gp02HAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Sanchez828,Negotiation/Review,397710,Jenny Martin,Doroth Gardner,Sutton709 Inc,Partner,Kelly Frazier,Jenny Martin,0068d000009XKkYAAW,0018d00000Gp02IAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Stone1492,Closed Lost,3163400,Jenny Martin,Eric Gutierrez,Fleming710 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKgsAAG,0018d00000Gp02JAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Soto1087,Closed Won,263500,Jenny Martin,Irene Kelley,Fleming710 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKfpAAG,0018d00000Gp02JAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Martin324,Closed Won,7747190,Jenny Martin,Irene Kelley,Daniel415 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKf5AAG,0018d00000Gozt6AAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Simpson729,Prospecting,1666850,Jenny Martin,Catherine Brown,West416 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKgPAAW,0018d00000Gozt7AAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Byrd640,Closed Won,499928,Jenny Martin,Evelyn Williamson,West416 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKqAAAW,0018d00000Gozt7AAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Floyd1015,Closed Won,401291,Jenny Martin,Catherine Brown,Tyler418 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKpaAAG,0018d00000Gozt9AAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Henry1658,Closed Lost,327600,Jenny Martin,Johnny Green,Joseph419 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKn6AAG,0018d00000GoztAAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for McGee1836,Closed Won,110986,Jenny Martin,Nicolas Weaver,Wagner421 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKg5AAG,0018d00000GoztCAAR,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Armstrong600,Prospecting,2102240,Jenny Martin,Irene Kelley,Rodriguez422 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKocAAG,0018d00000GoztDAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Gomez1357,Closed Lost,3618750,Jenny Martin,Chris Riley,Wells423 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKorAAG,0018d00000GoztEAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Vasquez1191,Closed Won,2101255,Jenny Martin,Chris Riley,Fletcher429 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKj5AAG,0018d00000GoztKAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Malone696,Negotiation/Review,137400,Jenny Martin,Chris Riley,Fletcher429 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKfeAAG,0018d00000GoztKAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Ramirez108,Closed Won,87240,Jenny Martin,Laura Garza,James431 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKf9AAG,0018d00000GoztMAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Fleming1809,Closed Won,3077200,Jenny Martin,Bruce Kennedy,Newman432 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKrUAAW,0018d00000GoztNAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Hawkins22,Prospecting,136464,Jenny Martin,Laura Garza,Duncan433 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKdKAAW,0018d00000GoztOAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Hughes209,Closed Lost,19640,Jenny Martin,Chris Riley,Edwards434 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKemAAG,0018d00000GoztPAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Freeman268,Closed Won,1518190,Jenny Martin,Laura Palmer,Roberson601 Inc,Partner,Laura Garza,Jenny Martin,0068d000009XKcxAAG,0018d00000GoztQAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Roberts1847,Closed Won,1096500,Jenny Martin,Dennis Howard,McCarthy602 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKgBAAW,0018d00000GoztRAAR,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Salazar1398,Closed Won,555200,Jenny Martin,Eric Sanchez,McCarthy602 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKptAAG,0018d00000GoztRAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Watkins1701,Closed Lost,831100,Jenny Martin,Johnny Green,McCarthy602 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKnoAAG,0018d00000GoztRAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Aguilar210,Closed Won,202174,Jenny Martin,Nicolas Weaver,McCarthy602 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKenAAG,0018d00000GoztRAAR,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Johnson1307,Closed Lost,2165900,Jenny Martin,Laura Garza,Bowers460 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKnXAAW,0018d00000GozvGAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Stanley1623,Closed Won,15637,Jenny Martin,Irene Kelley,Bowers460 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKlnAAG,0018d00000GozvGAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Norman472,Closed Won,2807700,Jenny Martin,Laura Garza,Rodgers461 Inc,Partner,Irene McCoy,Jenny Martin,0068d000009XKkQAAW,0018d00000GozvHAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Keller612,Closed Lost,765600,Jenny Martin,Bruce Kennedy,Rodgers461 Inc,Partner,Irene McCoy,Jenny Martin,0068d000009XKpGAAW,0018d00000GozvHAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Harrison1359,Qualification,475597,Jenny Martin,Catherine Brown,Rodriquez626 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKotAAG,0018d00000GozvJAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Dennis260,Needs Analysis,2868400,Jenny Martin,Bruce Kennedy,Gordon630 Inc,Partner,Harold Campbell,Jenny Martin,0068d000009XKcsAAG,0018d00000GozvNAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Barber186,Qualification,2340210,Jenny Martin,Irene McCoy,Thomas631 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKe4AAG,0018d00000GozvOAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Carlson1808,Closed Won,965700,Jenny Martin,Evelyn Williamson,Hodges632 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKrTAAW,0018d00000GozvPAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Malone1334,Needs Analysis,3847700,Jenny Martin,Irene Kelley,Lindsey633 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKoFAAW,0018d00000GozvQAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Black902,Closed Won,340500,Jenny Martin,Bruce Kennedy,Walton636 Inc,Partner,Harold Campbell,Jenny Martin,0068d000009XKmgAAG,0018d00000GozvTAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Lopez212,Closed Won,2177800,Jenny Martin,Nicolas Weaver,Walton636 Inc,Partner,Harold Campbell,Jenny Martin,0068d000009XKeoAAG,0018d00000GozvTAAR,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Johnston824,Value Proposition,913860,Jenny Martin,Irene Kelley,Herrera637 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKjkAAG,0018d00000GozvUAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Ferguson1365,Needs Analysis,3541100,Jenny Martin,Johnny Green,Herrera637 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKoxAAG,0018d00000GozvUAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Watkins896,Closed Won,358100,Jenny Martin,Nicolas Weaver,Herrera637 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKmbAAG,0018d00000GozvUAAR,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Barker446,Closed Lost,1794340,Jenny Martin,Irene McCoy,Anderson638 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKjRAAW,0018d00000GozvVAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Ramirez1767,Closed Won,3440,Jenny Martin,Julie Chavez,Anderson638 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKq4AAG,0018d00000GozvVAAR,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Cruz1306,Perception Analysis,578880,Jenny Martin,Johnny Green,Anderson638 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKnWAAW,0018d00000GozvVAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Rowe925,Closed Won,424836,Jenny Martin,Evelyn Williamson,Ingram644 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKnLAAW,0018d00000GozvbAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Grant1452,Prospecting,735870,Jenny Martin,Eric Gutierrez,Ingram644 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKfuAAG,0018d00000GozvbAAB,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Waters1188,Closed Won,1163610,Jenny Martin,Dennis Howard,Tran645 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKj4AAG,0018d00000GozvcAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Howell1136,Closed Won,987000,Jenny Martin,Julie Chavez,Grant712 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKhSAAW,0018d00000Gp02LAAR,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for West913,Closed Won,1418640,Jenny Martin,Bruce Kennedy,Hernandez713 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKmnAAG,0018d00000Gp02MAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Barrett259,Closed Lost,1589440,Jenny Martin,Doroth Gardner,Hernandez713 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKcrAAG,0018d00000Gp02MAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Washington1383,Closed Won,208600,Jenny Martin,Harold Campbell,Bradley715 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKpiAAG,0018d00000Gp02OAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Griffin1731,Closed Won,455096,Jenny Martin,Chris Riley,Bradley715 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKp6AAG,0018d00000Gp02OAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Olson321,Qualification,3729975,Jenny Martin,Harold Campbell,Hart717 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKf3AAG,0018d00000Gp02QAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Bradley1628,Closed Won,326160,Jenny Martin,Laura Garza,Vega718 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKmIAAW,0018d00000Gp02RAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Cox29,Closed Won,2345840,Jenny Martin,Laura Garza,Vega718 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKdMAAW,0018d00000Gp02RAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Farmer932,Closed Won,2339200,Jenny Martin,Bruce Kennedy,Chambers869 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKnQAAW,0018d00000Gp02SAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Ray1381,Closed Won,908360,Jenny Martin,Eric Gutierrez,Chambers869 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKpgAAG,0018d00000Gp02SAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Evans911,Value Proposition,185630,Jenny Martin,Eric Sanchez,Aguilar870 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKmmAAG,0018d00000Gp02TAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Parker1715,Negotiation/Review,886570,Jenny Martin,Eric Gutierrez,Aguilar870 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKoRAAW,0018d00000Gp02TAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Nguyen1759,Closed Lost,1324800,Jenny Martin,Catherine Brown,Gomez871 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKpxAAG,0018d00000Gp02UAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Clayton1676,Needs Analysis,41500,Jenny Martin,Laura Garza,Gomez871 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKnDAAW,0018d00000Gp02UAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Fisher1458,Closed Won,1438500,Jenny Martin,Dennis Howard,Owen872 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKfwAAG,0018d00000Gp02VAAR,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Hansen520,Value Proposition,104940,Jenny Martin,Catherine Brown,Shelton873 Inc,Partner,Irene Kelley,Jenny Martin,0068d000009XKluAAG,0018d00000Gp02WAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Hopkins747,Closed Won,218798,Jenny Martin,John Williams,Erickson874 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKhGAAW,0018d00000Gp02XAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Barnes448,Closed Won,182000,Jenny Martin,Harold Campbell,Norton877 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKjTAAW,0018d00000Gp02aAAB,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Malone772,Closed Won,5880,Jenny Martin,Eric Sanchez,Norton877 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKhxAAG,0018d00000Gp02aAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Bryant543,Closed Won,3072000,Jenny Martin,Evelyn Williamson,Barber878 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKmYAAW,0018d00000Gp02bAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Doyle904,Closed Won,94283,Jenny Martin,Catherine Brown,Stevenson884 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKmiAAG,0018d00000Gp02hAAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Jacobs1642,Closed Lost,2560600,Jenny Martin,Irene McCoy,Davidson606 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKmMAAW,0018d00000GoztVAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Cooper256,Closed Lost,2218900,Jenny Martin,Irene Kelley,Davidson606 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKfPAAW,0018d00000GoztVAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Houston1041,Closed Won,3513380,Jenny Martin,Bruce Kennedy,Rodriguez608 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKqXAAW,0018d00000GoztXAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Henry479,Closed Won,3168250,Jenny Martin,Bruce Kennedy,Buchanan609 Inc,Partner,Kelly Frazier,Jenny Martin,0068d000009XKkUAAW,0018d00000GoztYAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Carr581,Closed Won,61500,Jenny Martin,John Williams,Moody613 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKnwAAG,0018d00000GoztcAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Keller977,Closed Lost,54900,Jenny Martin,Laura Palmer,Marsh614 Inc,Partner,Nicolas Weaver,Jenny Martin,0068d000009XKohAAG,0018d00000GoztdAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Frazier196,Perception Analysis,164700,Jenny Martin,Catherine Brown,Marsh614 Inc,Partner,Nicolas Weaver,Jenny Martin,0068d000009XKe9AAG,0018d00000GoztdAAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Buchanan1727,Closed Lost,112000,Jenny Martin,John Williams,Maxwell619 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKp3AAG,0018d00000GoztiAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Saunders86,Closed Won,87409,Jenny Martin,Eric Gutierrez,Castillo620 Inc,Partner,John Williams,Jenny Martin,0068d000009XKegAAG,0018d00000GoztjAAB,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Moore962,Negotiation/Review,39960,Jenny Martin,Eric Sanchez,Lopez621 Inc,Customer,John Williams,Jenny Martin,0068d000009XKoBAAW,0018d00000GoztkAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Phelps203,Closed Won,22520,Jenny Martin,Doroth Gardner,Thompson622 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKeCAAW,0018d00000GoztlAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Cross303,Perception Analysis,2086050,Jenny Martin,Bruce Kennedy,Thompson622 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKdnAAG,0018d00000GoztlAAB,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Santiago590,Closed Lost,57510,Jenny Martin,Johnny Green,Haynes623 Inc,Partner,Dennis Howard,Jenny Martin,0068d000009XKoYAAW,0018d00000GoztmAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Armstrong916,Closed Lost,237283,Jenny Martin,Chris Riley,Duncan773 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKmoAAG,0018d00000GoztpAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Alvarado1128,Closed Won,254886,Jenny Martin,Eric Sanchez,Duncan773 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKhOAAW,0018d00000GoztpAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Marsh1634,Closed Lost,3055100,Jenny Martin,Chris Riley,Gilbert774 Inc,Partner,Bruce Kennedy,Jenny Martin,0068d000009XKmKAAW,0018d00000GoztqAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Phillips797,Closed Won,1313950,Jenny Martin,Kelly Frazier,Joseph775 Inc,Partner,Doroth Gardner,Jenny Martin,0068d000009XKioAAG,0018d00000GoztrAAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Robbins1143,Qualification,365072,Jenny Martin,Laura Palmer,Norton790 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKi2AAG,0018d00000GozveAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Morales81,Closed Lost,1630580,Jenny Martin,Catherine Brown,Bradley791 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKedAAG,0018d00000GozvfAAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Phillips1889,Value Proposition,39600,Jenny Martin,Harold Campbell,Valdez792 Inc,Customer,Catherine Brown,Jenny Martin,0068d000009XKhmAAG,0018d00000GozvgAAB,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for McGee1757,Proposal/Price Quote,360800,Jenny Martin,Johnny Green,Weber794 Inc,Partner,Chris Riley,Jenny Martin,0068d000009XKpwAAG,0018d00000GozviAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Norris1506,Closed Won,43355,Jenny Martin,Doroth Gardner,Tran798 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKhbAAG,0018d00000GozvmAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Nunez399,Prospecting,844100,Jenny Martin,Irene McCoy,Thornton799 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKdyAAG,0018d00000GozvnAAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Bennett62,Value Proposition,208375,Jenny Martin,Kelly Frazier,Kim800 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKeWAAW,0018d00000GozvoAAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Miles1126,Closed Won,142400,Jenny Martin,Chris Riley,Gutierrez801 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKhMAAW,0018d00000GozvpAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Fowler938,Closed Lost,720520,Jenny Martin,Julie Chavez,Munoz802 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKnUAAW,0018d00000GozvqAAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Allen1162,Closed Won,1032800,Jenny Martin,Chris Riley,Roberts804 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKiBAAW,0018d00000GozvsAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Wright1651,Closed Won,286073,Jenny Martin,Irene McCoy,Roberts804 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKmPAAW,0018d00000GozvsAAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Lowe69,Closed Won,476918,Jenny Martin,Irene Kelley,Ellis805 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKeaAAG,0018d00000GozvtAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Steele1680,Closed Won,2207200,Jenny Martin,Irene McCoy,Patrick806 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKngAAG,0018d00000GozvuAAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Reeves502,Closed Lost,439140,Jenny Martin,Johnny Green,Patrick806 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKlNAAW,0018d00000GozvuAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Guzman1793,Qualification,136800,Jenny Martin,Doroth Gardner,Burton810 Inc,Partner,Irene Kelley,Jenny Martin,0068d000009XKqpAAG,0018d00000GozvyAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Lawson1843,Closed Won,1876750,Jenny Martin,Johnny Green,Arnold813 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKg8AAG,0018d00000Gozw1AAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Abbott414,Closed Won,206587,Jenny Martin,Julie Chavez,Arnold813 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKeKAAW,0018d00000Gozw1AAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Pope1093,Closed Won,1134385,Jenny Martin,Bruce Kennedy,McKenzie887 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKgRAAW,0018d00000Gp02kAAB,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Wood1594,Closed Lost,140105,Jenny Martin,John Williams,Henderson891 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKl2AAG,0018d00000Gp02oAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Dixon1405,Qualification,644000,Jenny Martin,Nicolas Weaver,Henderson891 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKqbAAG,0018d00000Gp02oAAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Blair183,Needs Analysis,2598300,Jenny Martin,Julie Chavez,Christensen892 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKe3AAG,0018d00000Gp02pAAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Martin1471,Closed Won,24536,Jenny Martin,Evelyn Williamson,Bailey893 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKgjAAG,0018d00000Gp02qAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Chandler1816,Perception Analysis,470865,Jenny Martin,Harold Campbell,Beck894 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKrXAAW,0018d00000Gp02rAAB,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Spencer1223,Perception Analysis,32480,Jenny Martin,Chris Riley,Chandler98 Inc,Partner,Julie Chavez,Jenny Martin,0068d000009XKkoAAG,0018d00000Gp02tAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for McDonald13,Closed Won,240747,Jenny Martin,Dennis Howard,Parks99 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKcdAAG,0018d00000Gp02uAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Cobb1955,Closed Won,446461,Jenny Martin,Irene Kelley,Floyd100 Inc,Customer,Nicolas Weaver,Jenny Martin,0068d000009XKkAAAW,0018d00000Gp02vAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Patton847,Closed Lost,3836040,Jenny Martin,Nicolas Weaver,Hines107 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKkiAAG,0018d00000Gp032AAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Mathis1864,Needs Analysis,2628850,Jenny Martin,Irene Kelley,Medina110 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKgzAAG,0018d00000Gp035AAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Meyer1740,Closed Won,1337090,Jenny Martin,John Williams,Bridges776 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKpAAAW,0018d00000GoztsAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Jensen643,Closed Won,898800,Jenny Martin,Kelly Frazier,Gordon814 Inc,Partner,Irene McCoy,Jenny Martin,0068d000009XKqDAAW,0018d00000Gozw2AAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Paul1992,Closed Lost,650350,Jenny Martin,Doroth Gardner,Sims815 Inc,Partner,Harold Campbell,Jenny Martin,0068d000009XKlEAAW,0018d00000Gozw3AAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Nash833,Closed Won,51480,Jenny Martin,Laura Palmer,Martin949 Inc,Customer,Nicolas Weaver,Jenny Martin,0068d000009XKkbAAG,0018d00000Gozw6AAB,0058d000004R3sRAAS,0058d000003BJO9AAO
